"","plotID","siteID","fPAR_mean","aPAR_mean","bPAR_mean","LAI_mean","fPAR_sd","aPAR_sd","bPAR_sd","LAI_sd","fPAR_var","aPAR_var","bPAR_var","LAI_var","fPAR_min","aPAR_min","bPAR_min","LAI_min","fPAR_max","aPAR_max","bPAR_max","LAI_max","mean.height_mean","height.2_mean","mean.height.var_mean","mean.height.rms_mean","mode.el_mean","max.el_mean","mode.2_mean","max.can.ht_mean","mean.max.ht_mean","mean.vai_mean","mean.peak.vai_mean","deep.gaps_mean","deep.gap.fraction_mean","porosity_mean","std.std_mean","mean.std_mean","rugosity_mean","top.rugosity_mean","mean.return.ht_mean","sd.return.ht_mean","sky.fraction_mean","cover.fraction_mean","max.ht_mean","scan.density_mean","rumple_mean","clumping.index_mean","enl_mean","mean.height_sd","height.2_sd","mean.height.var_sd","mean.height.rms_sd","mode.el_sd","max.el_sd","mode.2_sd","max.can.ht_sd","mean.max.ht_sd","mean.vai_sd","mean.peak.vai_sd","deep.gaps_sd","deep.gap.fraction_sd","porosity_sd","std.std_sd","mean.std_sd","rugosity_sd","top.rugosity_sd","mean.return.ht_sd","sd.return.ht_sd","sky.fraction_sd","cover.fraction_sd","max.ht_sd","scan.density_sd","rumple_sd","clumping.index_sd","enl_sd","mean.height_var","height.2_var","mean.height.var_var","mean.height.rms_var","mode.el_var","max.el_var","mode.2_var","max.can.ht_var","mean.max.ht_var","mean.vai_var","mean.peak.vai_var","deep.gaps_var","deep.gap.fraction_var","porosity_var","std.std_var","mean.std_var","rugosity_var","top.rugosity_var","mean.return.ht_var","sd.return.ht_var","sky.fraction_var","cover.fraction_var","max.ht_var","scan.density_var","rumple_var","clumping.index_var","enl_var","mean.height_min","height.2_min","mean.height.var_min","mean.height.rms_min","mode.el_min","max.el_min","mode.2_min","max.can.ht_min","mean.max.ht_min","mean.vai_min","mean.peak.vai_min","deep.gaps_min","deep.gap.fraction_min","porosity_min","std.std_min","mean.std_min","rugosity_min","top.rugosity_min","mean.return.ht_min","sd.return.ht_min","sky.fraction_min","cover.fraction_min","max.ht_min","scan.density_min","rumple_min","clumping.index_min","enl_min","mean.height_max","height.2_max","mean.height.var_max","mean.height.rms_max","mode.el_max","max.el_max","mode.2_max","max.can.ht_max","mean.max.ht_max","mean.vai_max","mean.peak.vai_max","deep.gaps_max","deep.gap.fraction_max","porosity_max","std.std_max","mean.std_max","rugosity_max","top.rugosity_max","mean.return.ht_max","sd.return.ht_max","sky.fraction_max","cover.fraction_max","max.ht_max","scan.density_max","rumple_max","clumping.index_max","enl_max"
"1","ARNO_01","ARNO",0.949883432635872,1063.2,54.2833333333333,5.04833333333333,0.0200336756463535,152.00815767583,25.2016203182785,0.36449508455762,0.000401348159903298,23106.48,635.121666666667,0.132856666666667,0.924134005529354,859.5,28.3,4.51,0.967094954559699,1229.8,93.3,5.49,16.100837438,6.3611440266,41.283001012,17.362850876,15.57,6.9395118192,7.6766152418,32.7276,21.064463,7.7383112746,3.6661673422,0,0,0.7901896724,1558.95076328,23.226657142,30.292995188,7.9152891512,12.159599115,7.4000846954,1.055293856,98.944706144,32.7276,394.19,6.676,0.918316457,22.684662518,4.18380726577534,1.01171122592902,12.8556387430405,3.88335195810952,4.6907288879235,0.928160351719005,1.58372940690962,1.33779699506315,3.67453291422461,0.205329802866014,0.525228173450146,0,0,0.0367407107624593,735.849566595883,5.51258361319084,9.8423029134124,1.41130616487276,3.62342223133938,1.05300227471738,0.622213441546991,0.622213438642069,1.33779699506315,75.6811126536866,1.19127242895989,0.0394937982261622,4.26432476119231,17.5042432371545,1.02355960467081,165.267447491564,15.080422430553,22.0029375,0.861481638503148,2.5081988343103,1.7897008,13.50219213772,0.0421603279449963,0.275864634185776,0,0,0.00134987982733069,541474.584659348,30.3885780924202,96.8709266393663,1.99178509100785,13.1291886665644,1.10881379055997,0.387149566841751,0.387149563226788,1.7897008,5727.6308125,1.41913,0.00155976009832881,18.1844656689179,10.12379218,4.962485866,24.62626597,11.71358353,9.05,5.862895552,5.650901902,31.303,15.10875,7.420653046,3.191320837,0,0,0.746969697,401.1941924,13.90739468,14.41452621,5.556401707,7.461997745,6.502581369,0.273323615,98.27567568,31.303,296.975,5.5,0.877621464,16.57404087,21.13027718,7.725355152,59.68111222,21.69099406,21.375,8,9.369583906,34.928,24.42765,7.921050215,4.463857112,0,0,0.83203125,2390.880111,27.56780098,40.3843591,9.077887868,17.07197698,9.095829586,1.724324324,99.72667638,34.928,462.625,8.3,0.970974094,28.06276923
"2","ARNO_02","ARNO",0.828520003496265,619.68,53.84,3.736,0.23520475693272,476.329294711127,28.7899808961382,1.62865895754759,0.0553212776837801,226889.597,828.863,2.65253,0.409220261809903,175.7,33.5,1.87,0.964510269666061,1431.4,103.8,6.34,16.928706008,6.462809197,42.727704456,18.119878524,17.26,7.5526358292,7.6076864356,31.106,21.631725,7.4931553746,3.4766560308,0,0,0.752497161,996.88718246,20.12891489,23.479577734,7.4363879522,13.104524598,7.708737568,2.0312610118,97.968738988,31.2518,382.195,6.075,0.9381301956,24.429406892,2.22576530076351,1.09533199367613,13.8238325386939,2.20051873929688,2.42684208386125,0.605775157878276,1.00049950292801,1.36889097447532,2.73874277018672,0.247359096277372,0.265601900962129,0,0,0.0239632297832561,449.373947951217,3.87480087853848,5.95946010290402,1.14540147418965,2.32187974135105,1.11125188174372,1.07397058142042,1.07397058214066,1.28509949031194,39.8271633122421,1.4264247263701,0.0308606037612922,2.76104671853685,4.95403117408287,1.19975217637053,191.098346057852,4.84228272199672,5.8895625,0.366963541902451,1.0009992553592,1.8738625,7.50071196125,0.0611865225111583,0.0705443697946965,0,0,0.000574236381645134,201936.945097263,15.0140818483226,35.5151647181048,1.31194453707582,5.39112553329641,1.23488074467895,1.15341280975652,1.15341281130356,1.6514807,1586.2029375,2.0346875,0.000952376864511481,7.62337898194312,14.6779939,5.053369233,25.53654061,16.4504388,15.05,6.575711508,6.115920796,29.443,18.23605,7.316005376,3.099045836,0,0,0.723387097,620.5519989,15.35192559,18.8568691,6.416803729,10.78012516,6.492685203,0.350917563,96.82950307,29.443,352.5,4.25,0.888980176,20.91172214,20.6064367,7.52250856,56.58813504,21.85188993,21.35,8,8.833357523,32.881,25.4796,7.921019362,3.722602939,0,0,0.781617647,1699.934397,24.27599878,33.32582002,9.116906189,16.98637323,8.934261893,3.170496932,99.64908244,32.881,434.7,7.75,0.965001807,27.6084507
"3","ARNO_03","ARNO",0.916809607155214,497.483333333333,14.9666666666667,3.945,0.0729459083111003,641.831053834782,11.1343911673098,1.6344509781575,0.00532110553933145,411947.101666667,123.974666666667,2.67143,0.797894736842105,47.5,3.7,2.2,0.980138002192558,1550.7,30.8,6.08,6.10292713016667,3.220919744,11.2846127653333,6.922368388,5.97083333333333,7.97777001433333,3.949656987,19.9285,8.45228333333333,7.35246074,3.87641146266667,0,0,0.733224958666667,118.64756129,5.36783423516667,8.49736499166667,4.72284761016667,3.99972146133333,3.07581246916667,2.07265383633333,97.9273461633333,20.493,379.991666666667,4.44583333333333,0.786832439166667,11.0068633151667,0.402309876229053,1.04515382726545,5.6484936986454,0.746118435609692,0.587881082079247,0.054452121872717,1.12163814768647,5.19413402792034,0.990735358542667,0.534856945647229,0.18279428330461,0,0,0.0654837352923314,78.4956667393409,1.72144914799675,4.26509776784202,1.578573098607,0.37490822283172,0.803548736027125,1.92636655901188,1.92636655991816,4.10654998751994,37.135541152199,1.32433159241433,0.0434160539909105,1.91327492185638,0.161853236511436,1.09234652264763,31.9054810636368,0.556692719956654,0.345604166666667,0.00296503357644122,1.25807213434553,26.9790283,0.981556550666667,0.286071952307083,0.0334137500088461,0,0,0.00428811958783613,6161.56969685366,2.96338716913874,18.191058969251,2.4918930276457,0.140556175546839,0.64569057117079,3.71088811967926,3.71088812317091,16.8637528,1379.04841666667,1.75385416666667,0.00188495374414166,3.66062092660453,5.454369224,1.32630365,1.759081373,5.609389269,5.05,7.866620086,1.920870529,11.051,6.80435,6.697914714,3.612186222,0,0,0.616666667,15.15551408,2.72553578,2.779742576,2.122856549,3.30549739,1.579990311,0,95.0482509,14.438,335.425,2.925,0.73068547,7.356801391,6.645803865,4.003075509,16.02461353,7.543290795,6.7,8,4.841063668,25.012,9.6544,8,4.144902545,0,0,0.802,190.6720537,7.599057732,12.48734644,6.225603341,4.320181899,3.730329082,4.951749095,100,25.012,423.425,6.15,0.841564853,12.8737886
"4","ARNO_04","ARNO",0.960274192406334,926,34.36,4.908,0.0113000435350502,312.811053193457,6.48521395175209,0.828565024605794,0.00012769098389403,97850.755,42.058,0.68652,0.945731191885038,591.5,30.1,3.9,0.976417461113899,1395.1,45.8,6.2,7.537967986,3.7976416392,15.0544416112,8.43352325,7.315,7.4557757264,5.0308947562,22.8666,10.733105,7.4686018854,3.8002578906,0,0,0.7685881794,371.44693076,10.1092228314,14.7358581504,5.7429558862,4.7144729224,3.6000179954,2.9966181976,97.003381802,22.8666,392.26,5.175,0.8432842134,13.7740609858,1.18214916356388,0.889072263265706,6.95299770772513,1.36597439906262,0.919000816104099,0.846589469195946,1.11686976894423,2.3754394961775,1.47497768122945,0.406782644930233,0.194598959274987,0,0,0.0357279649101791,313.045244425345,4.01812327789344,6.99899790061664,1.38634936203521,0.868553111467553,0.975751361917119,4.56797648995527,4.56797648952159,2.3754394961775,23.8539802758366,0.422788363132194,0.074284450455208,3.01604268178437,1.39747664491478,0.790449489308404,48.3441771236309,1.86588605889447,0.8445625,0.716713729353474,1.24739808078154,5.6427128,2.175559160125,0.165472120216436,0.0378687549509079,0,0,0.00127648747662299,97997.3250573238,16.1453146763492,48.9859716128361,1.92196455361543,0.754384507439967,0.952090720283112,20.8664092127841,20.866409208822,5.6427128,569.012375,0.17875,0.00551817957943225,9.09651345834508,5.92072592,2.783028955,7.745250166,6.527374229,5.975,6.035311022,3.910538031,19.704,8.8367,6.776350612,3.475410218,0,0,0.70952381,100.616687,6.46369639,7.670548612,4.524153213,3.54907718,2.404162011,0.328558286,88.86481802,19.704,356.8,4.625,0.728919986,9.751340809,9.129008264,4.943353789,24.43674668,10.35203458,8.45,8,6.342318188,25.726,12.96075,7.8548807,3.977624019,0,0,0.806481481,829.7634831,14.75165072,24.74171142,7.317280064,5.851239883,4.991028609,11.13518198,99.67144171,25.726,417.625,5.575,0.928379753,17.90938909
"5","ARNO_05","ARNO",0.95330218625519,641.12,18.84,4.64,0.0506142645566593,371.036429478293,18.4540781400752,1.3508885964431,0.00256180377661149,137668.032,340.553,1.8249,0.867052023121387,69.2,9.2,2.45,0.98835690968444,1014.2,51.8,6.01,7.90205140016667,4.34396299316667,19.077389575,9.000930359,7.78833333333333,7.25252418716667,5.467366479,24.9448333333333,11.6056033333333,7.55744122583333,3.78345243733333,0,0,0.774486407833333,363.244905383333,11.0564857385,15.2054534983333,6.38556195716667,5.03109456216667,4.1355526675,1.52414316266667,98.475856835,24.9448333333333,363.634166666667,5.29833333333333,0.835994785,14.0648589066667,0.415120082993164,0.498848782769908,4.31108233519677,0.489472918720948,0.839027214497043,0.749558597536899,0.623480448195795,1.26309277832892,1.01175249192511,0.226192126227008,0.253885596909009,0,0,0.0144264659277589,110.981250664637,2.1936267617551,2.63436072429325,0.673112486721288,0.356586324401255,0.431625751342795,0.648901842942873,0.64890184504331,1.26309277832892,41.0596286413634,0.811878480233752,0.0460668505715277,1.62324082468046,0.172324683304251,0.248850108071019,18.5854309008456,0.239583738161204,0.703966666666666,0.561838091141483,0.388727869282429,1.59540336666667,1.02364310491667,0.0511628779670947,0.064457896317844,0,0,0.000208122919164788,12316.837999087,4.81199836988818,6.93985642569884,0.453080419780116,0.127153806749997,0.186300789222232,0.421073601774657,0.421073604500611,1.59540336666667,1685.89310416667,0.659146666666667,0.00212215472157946,2.6349107749093,7.54973437,3.627631804,13.1597125,8.443186542,7.1,5.987217893,4.803577726,23.345,10.55882,7.360832932,3.41417412,0,0,0.759,196.9708878,7.665097347,11.75657988,5.382969625,4.473258158,3.589897242,0.600563028,97.88262043,23.345,313,4.275,0.778837238,12.65308673,8.567847443,4.989136862,24.89148663,9.613523089,9.325,8,6.260939145,26.449,13.135225,7.963197522,4.085014003,0,0,0.797692308,497.2304971,13.30855552,17.89169771,7.337275892,5.360493404,4.63769312,2.117379565,99.39943697,26.449,423.98,6.45,0.906206663,17.08767284
"6","ARNO_11","ARNO",0.986186203776663,449.675,5.8,5.04,0.00497229966595378,204.134030724914,3.00998338865848,0.466404688369804,2.4723763968044e-05,41670.7025,9.06,0.217533333333334,0.98018648018648,171.6,3.4,4.52,0.990402621722846,631.7,10.1,5.57,8.58772342366667,5.20880182783333,27.74745055,10.0247271421667,8.69861111166667,6.8297273575,7.16932332783333,26.406,13.3367541666667,7.59497745133333,3.58562962816667,0,0,0.770441064166667,920.4197941,18.9779086833333,23.020755205,7.8177425115,5.07756422,4.66624883916667,1.26177586483333,98.738224135,26.406,386.00694445,6.9180555555,0.819094584833333,15.1795579516667,1.63195779383037,0.859651604882952,9.13856540483352,1.7290546387147,1.73453016974765,0.800541643899709,0.779770114290698,1.09870942473431,1.94976309108419,0.220593324027073,0.209301204266639,0,0,0.0214342707010082,318.452475942694,4.72445212687862,3.74751639494364,0.638067773825742,1.05823233644366,0.9059026514929,0.674466644252644,0.674466643628326,1.09870942473431,18.8125389665328,1.2124861587814,0.0633639287705998,2.55421810616976,2.6632862408437,0.739000881777836,83.5133776584201,2.98962994366083,3.00859490976482,0.640866923617649,0.608041431140928,1.2071624,3.80157611135417,0.0486614146053131,0.0438069941074655,0,0,0.000459427960484097,101411.979434032,22.3204478991679,14.0438791303714,0.407130483994938,1.11985567789501,0.820659613981866,0.454905254209423,0.45490525336726,1.2071624,353.911622367315,1.47012268523648,0.00401498746924564,6.52403013388546,6.747630221,4.11405011,16.9254083,7.876089556,6.75,5.247278408,6.037277362,24.269,11.032875,7.273830371,3.398255239,0,0,0.735714286,478.604974,14.18335586,16.65645192,6.599701074,3.598068748,3.297983794,0.432741,97.86832673,24.269,362.1666667,5.6,0.741505043,12.44503964,10.69037747,6.24877283,39.04716188,12.33426501,11.175,7.382215123,8.289280999,27.17,15.907625,7.870547492,3.850685665,0,0,0.791964286,1339.708461,26.24468617,27.60102888,8.313757103,6.191468908,5.754458508,2.131673269,99.567259,27.17,408.45,8.7,0.896114265,19.53098529
"7","ARNO_12","ARNO",0.973766231525614,1044.4,26.16,4.938,0.0113539323653996,247.903822076224,9.48962591465017,0.653888369677883,0.000128911780158069,61456.305,90.053,0.42757,0.95667993177942,790.4,17.4,4.09,0.986375205869142,1335.8,38.1,5.77,12.5631804761667,6.616539566,44.8208664583333,14.1744423163333,12.6041666666667,7.5799057325,7.78512703983333,28.3696666666667,16.6644783333333,7.523713757,3.6866864045,0,0,0.775930630666667,828.304822216667,17.1093417783333,21.7514529633333,8.194388923,8.99301603,6.82378997933333,1.53302140983333,98.46697859,28.3696666666667,370.924166666667,6.45333333333333,0.9221039895,21.1471995066667,2.70338269896446,1.11835806169001,13.9935772166492,2.85309614041037,3.00530433844339,0.550621331058316,1.1901421853985,1.15174904674007,2.35336049114594,0.187207084719962,0.28223687564643,0,0,0.0109762905062708,537.759186558954,5.53894047840299,6.6527878759338,0.766574215106273,2.55959670228975,1.18251693052877,0.491691719082127,0.491691721256051,1.15174904674007,61.370061138691,1.84523078954007,0.0612977118530988,4.00290368506359,7.30827801706036,1.25072475414703,195.820203318324,8.14015758642457,9.03185416666667,0.303183850216431,1.41643842146512,1.32652586666667,5.53830560128666,0.0350464925693471,0.0796576539746581,0,0,0.000120478953278051,289184.942728547,30.6798616232911,44.2595865221718,0.587636027265799,6.55153527837255,1.39834629098718,0.241760746613937,0.241760748751738,1.32652586666667,3766.28440416667,3.40487666666667,0.00375740947842553,16.0232379118956,7.450549967,4.61173941,21.26814039,8.731960358,6.925,6.612533535,5.55341198,26.796,12.07815,7.295035459,3.447523715,0,0,0.766,427.749949,11.20240913,16.43811991,7.112754031,4.519642616,4.572600995,1.056518035,97.80635768,26.796,260.1,4.4,0.800611967,13.55414836,15.22115763,8.077404862,65.24446931,16.59671802,15.3,8,8.918110355,30.015,18.48764,7.77760935,4.126272647,0,0,0.795535714,1813.766305,25.90457713,33.80412976,9.354759078,11.59817834,7.880833867,2.19364232,98.94348197,30.015,440.25,9.625,0.971077966,24.49821556
"8","ARNO_35","ARNO",0.965536521179039,1143.475,33.775,6.3175,0.0266392678722868,305.114321470931,19.5228712027714,1.72269894835594,0.000709650592771451,93094.7491666667,381.1425,2.96769166666667,0.930910774215947,864.1,15.3,4.67,0.989470061940812,1453,59.7,7.83,9.5379974922,6.09120818,40.1569864556,11.312222027,9.593,7.5479129248,7.6095836272,27.8022,13.702053,7.6996894248,3.8807247376,0,0,0.799603608,1166.9263606,17.9961480114,26.792598324,8.131821406,6.6302944052,6.0800946258,0.875709763,99.124290236,27.8022,274.345,6.689,0.8531059852,15.7492959638,2.78437947528261,1.95389654466259,20.7044873079883,3.25899284395066,3.19755297063239,0.449691566035056,1.77848756472623,2.17043640773002,3.89812572664992,0.252956315082822,0.331165141304635,0,0,0.0322554213256213,784.798774619308,8.32203056919737,9.34189074921473,1.90676534316696,2.28006993246605,2.34681394921788,0.471277874489429,0.471277874579553,2.17043640773002,37.1624158256699,1.4032302020695,0.0728084367688714,4.80554691039924,7.75276906237504,3.81771170724441,428.675794686648,10.6210343569216,10.224345,0.202222504563061,3.16301801788584,4.7107942,15.19538418077,0.0639868973402797,0.109670350815319,0,0,0.00104041220489334,615909.116643967,69.2561927946555,87.2709227702637,3.63575407390261,5.19871889693572,5.5075357122436,0.222102834983274,0.222102835068221,4.7107942,1381.04515,1.969055,0.00530106846472675,23.0932811080477,5.859035067,2.884936614,8.322859268,6.514835355,5.9,7.014021691,4.980989501,25.243,8.36345,7.333832096,3.488875159,0,0,0.766666667,318.0747999,8.289954797,15.79086601,5.157647874,3.4223973,2.360134564,0.427317818,98.52883942,25.243,237.88,4.9,0.73901847,8.942764579,13.67308287,7.661709448,58.70179166,15.60273507,14.725,8,9.42170843,30.78,18.427775,7.937775412,4.269203496,0,0,0.836875,2198.983662,27.24917134,39.97018285,10.1744937,9.824498046,8.210735097,1.471160582,99.57268218,30.78,327.75,8.72,0.941218862,22.41280732
"9","ARNO_36","ARNO",0.987043056989523,1210.95,15.575,6.6225,0.00544689328245436,476.037018868631,9.46022374647309,0.941501460434342,2.96686464304464e-05,226611.243333333,89.4958333333333,0.886425,0.981905441338608,595.7,6.6,5.36,0.993858248372436,1628.2,27.9,7.64,6.94651097016667,2.63576211466667,7.55712211933333,7.43516735166667,6.875,7.23381105183333,3.30703635783333,19.2201666666667,8.999575,7.879570844,4.02934662633333,0,0,0.711984127,93.613841255,5.41866325116667,7.18075927366667,4.11531387816667,4.35558277733333,2.65239646633333,0.694379983666667,99.3056200183333,19.2201666666667,391.445833333333,3.875,0.733550279333333,10.4015195003333,0.923630321173986,0.855485964095489,5.01795581433653,1.12324849582533,0.897635783600453,0.333607372568369,0.79084979783483,3.08947033756058,1.21706902587733,0.106684069791514,0.1627843587724,0,0,0.0551585278351156,60.2993685885241,1.90011099844706,3.40821500034102,1.36706520405154,0.654023568155635,0.710932276416981,0.568205582212109,0.568205580695729,3.08947033756058,33.0946914801553,0.927496630721643,0.0762349729581004,1.84328815428689,0.85309297019196,0.731856234764389,25.1798805546338,1.26168718337386,0.80575,0.111293879031971,0.625443402735392,9.54482696666667,1.48125701375,0.0113814907472806,0.0264987474609413,0,0,0.00304246319293723,3636.01385217469,3.61042180641947,11.6159294885495,1.86886727212847,0.427746827703029,0.505424701651431,0.322857583657001,0.32285758193377,9.54482696666667,1095.25860416667,0.86025,0.0058117711019223,3.39771121973439,5.800356642,1.80802335,3.268948433,6.118211311,5.475,6.844186179,2.456675886,14.051,7.7962,7.688879477,3.74701679,0,0,0.626666667,15.88003691,3.070074541,2.540606073,2.453614048,3.53079244,2.05141991,0.170670868,98.57934024,14.051,336.025,2.425,0.655274238,8.93765586,8.475565497,4.075341511,16.60840843,9.382345587,7.85,7.686271383,4.191260749,22.452,11.065175,8,4.171873745,0,0,0.761363636,164.9377805,7.52116235,11.04077345,5.799963881,5.462073526,4.014915583,1.420659764,99.82932913,22.452,430.65,4.9,0.832182931,12.83980583
"10","GRSM_50","GRSM",0.977587428865532,1712.06666666667,38,6.71333333333333,0.00346541790951459,183.083978909497,3.35111921602321,0.446131520219468,1.20091212875845e-05,33519.7433333333,11.23,0.199033333333333,0.974758182059096,1509.4,34.6,6.25,0.981452693647816,1865.5,41.3,7.14,10.4225564245,4.9294687985,26.22053794,11.5470960875,9.8479166675,6.99852435075,6.3198524135,29.5785,17.18154375,6.628538159,3.05181719575,0,0,0.730516493,755.4666991,17.5815227925,19.9581296825,7.38560329725,7.1821723425,5.264063717,14.2851872945,85.714812705,29.5785,684.966666675,5.19791666675,0.9048453895,21.8406906325,0.976939394382018,1.60036466806291,16.5561624204176,1.43927751280957,1.63010416362387,1.25371057691045,2.0387346027636,4.83221802074368,2.3165352589567,1.11680197012566,0.30394381553201,0,0,0.0598638203129441,446.86380501208,3.8361551978365,7.02308099867049,2.19410231602238,0.927737271104751,1.41021021565051,10.187878509004,10.187878508894,4.83221802074368,159.513432479657,1.24689196930864,0.044313488557925,3.49007597071187,0.954410580295505,2.5611670707841,274.106514091248,2.07151975887929,2.65723958426389,1.57179021065712,4.15643878050564,23.350331,5.36633560598958,1.24724664047655,0.0923818430001562,0,0,0.00358367698246046,199687.260229874,14.716086701888,49.3236667138865,4.81408497317477,0.860696444196891,1.98869285232505,103.792868514225,103.792868511985,23.350331,25444.5351414422,1.55473958312639,0.00196368526817335,12.1806302813404,9.629770508,3.208515898,10.29457427,10.68831566,8.45,5.164135772,4.830193498,23.144,14.9114,5.116403102,2.657673825,0,0,0.641666667,377.113892,14.69451898,12.69586563,4.156496721,6.367431166,3.347600079,4.581161442,72.25964099,23.144,460.675,4.266666667,0.839133211,16.77520161,11.84264063,6.97610647,48.66606148,13.70027544,11.975,8,9.310835981,34.739,19.837375,7.738386835,3.365275636,0,0,0.772222222,1398.674088,23.23453656,29.30580828,8.841788077,8.353314567,6.727039876,27.74035901,95.41883856,34.739,799.8666667,6.975,0.932879944,24.34027149
